;;;;;;
No;"Kode Provinsi
Kemendagri";Provinsi;Tahun;Hewan;Jenis Pemotongan;Ekor
1487;71;Sulawesi Utara;2021;Babi;Pemotongan Tercatat;229635
1488;72;Sulawesi Tengah;2021;Babi;Pemotongan Tercatat;37542
1489;73;Sulawesi Selatan;2021;Babi;Pemotongan Tercatat;47870
1490;74;Sulawesi Tenggara;2021;Babi;Pemotongan Tercatat;4463
1491;75;Gorontalo;2021;Babi;Pemotongan Tercatat;361
1492;76;Sulawesi Barat;2021;Babi;Pemotongan Tercatat;11175
1493;81;Maluku;2021;Babi;Pemotongan Tercatat;13065
1494;82;Maluku Utara;2021;Babi;Pemotongan Tercatat;3267
1495;92;Papua Barat;2021;Babi;Pemotongan Tercatat;11567
1496;91;Papua;2021;Babi;Pemotongan Tercatat;140792
1497;11;Aceh;2018;Babi;Pemotongan Tidak Tercatat;1066
1498;12;Sumatera Utara;2018;Babi;Pemotongan Tidak Tercatat;471655
1499;13;Sumatera Barat;2018;Babi;Pemotongan Tidak Tercatat;3084
1500;14;Riau;2018;Babi;Pemotongan Tidak Tercatat;0
1501;15;Jambi;2018;Babi;Pemotongan Tidak Tercatat;5753
1502;16;Sumatera Selatan;2018;Babi;Pemotongan Tidak Tercatat;2748
1503;17;Bengkulu;2018;Babi;Pemotongan Tidak Tercatat;0
1504;18;Lampung;2018;Babi;Pemotongan Tidak Tercatat;9117
1505;19;Kepulauan Bangka Belitung;2018;Babi;Pemotongan Tidak Tercatat;13898
1506;21;Kepulauan Riau;2018;Babi;Pemotongan Tidak Tercatat;29639
1507;31;DKI Jakarta;2018;Babi;Pemotongan Tidak Tercatat;4976
1508;32;Jawa Barat;2018;Babi;Pemotongan Tidak Tercatat;0
1509;33;Jawa Tengah;2018;Babi;Pemotongan Tidak Tercatat;1290
1510;34;DI Yogyakarta;2018;Babi;Pemotongan Tidak Tercatat;3161
1511;35;Jawa Timur;2018;Babi;Pemotongan Tidak Tercatat;5441
1512;36;Banten;2018;Babi;Pemotongan Tidak Tercatat;19683
1513;51;Bali;2018;Babi;Pemotongan Tidak Tercatat;344946
1514;52;Nusa Tenggara Barat;2018;Babi;Pemotongan Tidak Tercatat;62
1515;53;Nusa Tenggara Timur;2018;Babi;Pemotongan Tidak Tercatat;667424
1516;61;Kalimantan Barat;2018;Babi;Pemotongan Tidak Tercatat;11624
1517;62;Kalimantan Tengah;2018;Babi;Pemotongan Tidak Tercatat;25906
1518;63;Kalimantan Selatan;2018;Babi;Pemotongan Tidak Tercatat;0
1519;64;Kalimantan Timur;2018;Babi;Pemotongan Tidak Tercatat;231
1520;65;Kalimantan Utara;2018;Babi;Pemotongan Tidak Tercatat;72
1521;71;Sulawesi Utara;2018;Babi;Pemotongan Tidak Tercatat;0
1522;72;Sulawesi Tengah;2018;Babi;Pemotongan Tidak Tercatat;8331
1523;73;Sulawesi Selatan;2018;Babi;Pemotongan Tidak Tercatat;15144
1524;74;Sulawesi Tenggara;2018;Babi;Pemotongan Tidak Tercatat;7484
1525;75;Gorontalo;2018;Babi;Pemotongan Tidak Tercatat;209
1526;76;Sulawesi Barat;2018;Babi;Pemotongan Tidak Tercatat;6239
1527;81;Maluku;2018;Babi;Pemotongan Tidak Tercatat;1897
1528;82;Maluku Utara;2018;Babi;Pemotongan Tidak Tercatat;2739
1529;92;Papua Barat;2018;Babi;Pemotongan Tidak Tercatat;1532
1530;91;Papua;2018;Babi;Pemotongan Tidak Tercatat;0
1531;11;Aceh;2019;Babi;Pemotongan Tidak Tercatat;536
1532;12;Sumatera Utara;2019;Babi;Pemotongan Tidak Tercatat;442958
1533;13;Sumatera Barat;2019;Babi;Pemotongan Tidak Tercatat;3317
1534;14;Riau;2019;Babi;Pemotongan Tidak Tercatat;3460
1535;15;Jambi;2019;Babi;Pemotongan Tidak Tercatat;3872
1536;16;Sumatera Selatan;2019;Babi;Pemotongan Tidak Tercatat;2771
1537;17;Bengkulu;2019;Babi;Pemotongan Tidak Tercatat;50
1538;18;Lampung;2019;Babi;Pemotongan Tidak Tercatat;9580
1539;19;Kepulauan Bangka Belitung;2019;Babi;Pemotongan Tidak Tercatat;9574
1540;21;Kepulauan Riau;2019;Babi;Pemotongan Tidak Tercatat;28859
1541;31;DKI Jakarta;2019;Babi;Pemotongan Tidak Tercatat;0
1542;32;Jawa Barat;2019;Babi;Pemotongan Tidak Tercatat;0
1543;33;Jawa Tengah;2019;Babi;Pemotongan Tidak Tercatat;1170
1544;34;DI Yogyakarta;2019;Babi;Pemotongan Tidak Tercatat;0
1545;35;Jawa Timur;2019;Babi;Pemotongan Tidak Tercatat;7396
1546;36;Banten;2019;Babi;Pemotongan Tidak Tercatat;19727
1547;51;Bali;2019;Babi;Pemotongan Tidak Tercatat;475657
1548;52;Nusa Tenggara Barat;2019;Babi;Pemotongan Tidak Tercatat;0
1549;53;Nusa Tenggara Timur;2019;Babi;Pemotongan Tidak Tercatat;732537
1550;61;Kalimantan Barat;2019;Babi;Pemotongan Tidak Tercatat;11670
1551;62;Kalimantan Tengah;2019;Babi;Pemotongan Tidak Tercatat;25255
1552;63;Kalimantan Selatan;2019;Babi;Pemotongan Tidak Tercatat;0
1553;64;Kalimantan Timur;2019;Babi;Pemotongan Tidak Tercatat;1205
1554;65;Kalimantan Utara;2019;Babi;Pemotongan Tidak Tercatat;37
1555;71;Sulawesi Utara;2019;Babi;Pemotongan Tidak Tercatat;24054
1556;72;Sulawesi Tengah;2019;Babi;Pemotongan Tidak Tercatat;13513
1557;73;Sulawesi Selatan;2019;Babi;Pemotongan Tidak Tercatat;8591
1558;74;Sulawesi Tenggara;2019;Babi;Pemotongan Tidak Tercatat;6836
1559;75;Gorontalo;2019;Babi;Pemotongan Tidak Tercatat;338
1560;76;Sulawesi Barat;2019;Babi;Pemotongan Tidak Tercatat;5940
1561;81;Maluku;2019;Babi;Pemotongan Tidak Tercatat;2495
1562;82;Maluku Utara;2019;Babi;Pemotongan Tidak Tercatat;2943
1563;92;Papua Barat;2019;Babi;Pemotongan Tidak Tercatat;2916
1564;91;Papua;2019;Babi;Pemotongan Tidak Tercatat;0
1565;11;Aceh;2020;Babi;Pemotongan Tidak Tercatat;1132
1566;12;Sumatera Utara;2020;Babi;Pemotongan Tidak Tercatat;108780
1567;13;Sumatera Barat;2020;Babi;Pemotongan Tidak Tercatat;3570
1568;14;Riau;2020;Babi;Pemotongan Tidak Tercatat;0
1569;15;Jambi;2020;Babi;Pemotongan Tidak Tercatat;424
1570;16;Sumatera Selatan;2020;Babi;Pemotongan Tidak Tercatat;1861
1571;17;Bengkulu;2020;Babi;Pemotongan Tidak Tercatat;157
1572;18;Lampung;2020;Babi;Pemotongan Tidak Tercatat;6692
1573;19;Kepulauan Bangka Belitung;2020;Babi;Pemotongan Tidak Tercatat;7894
1574;21;Kepulauan Riau;2020;Babi;Pemotongan Tidak Tercatat;29647
1575;31;DKI Jakarta;2020;Babi;Pemotongan Tidak Tercatat;6918
1576;32;Jawa Barat;2020;Babi;Pemotongan Tidak Tercatat;0
1577;33;Jawa Tengah;2020;Babi;Pemotongan Tidak Tercatat;1278
1578;34;DI Yogyakarta;2020;Babi;Pemotongan Tidak Tercatat;5222
1579;35;Jawa Timur;2020;Babi;Pemotongan Tidak Tercatat;6529
1580;36;Banten;2020;Babi;Pemotongan Tidak Tercatat;49119
1581;51;Bali;2020;Babi;Pemotongan Tidak Tercatat;2113497
1582;52;Nusa Tenggara Barat;2020;Babi;Pemotongan Tidak Tercatat;0
1583;53;Nusa Tenggara Timur;2020;Babi;Pemotongan Tidak Tercatat;112372
1584;61;Kalimantan Barat;2020;Babi;Pemotongan Tidak Tercatat;1022
1585;62;Kalimantan Tengah;2020;Babi;Pemotongan Tidak Tercatat;34568
1586;63;Kalimantan Selatan;2020;Babi;Pemotongan Tidak Tercatat;0
1587;64;Kalimantan Timur;2020;Babi;Pemotongan Tidak Tercatat;1511
1588;65;Kalimantan Utara;2020;Babi;Pemotongan Tidak Tercatat;4004
1589;71;Sulawesi Utara;2020;Babi;Pemotongan Tidak Tercatat;25615
1590;72;Sulawesi Tengah;2020;Babi;Pemotongan Tidak Tercatat;21832
1591;73;Sulawesi Selatan;2020;Babi;Pemotongan Tidak Tercatat;11370
1592;74;Sulawesi Tenggara;2020;Babi;Pemotongan Tidak Tercatat;5945
1593;75;Gorontalo;2020;Babi;Pemotongan Tidak Tercatat;224
1594;76;Sulawesi Barat;2020;Babi;Pemotongan Tidak Tercatat;7981
1595;81;Maluku;2020;Babi;Pemotongan Tidak Tercatat;3408
1596;82;Maluku Utara;2020;Babi;Pemotongan Tidak Tercatat;3555
1597;92;Papua Barat;2020;Babi;Pemotongan Tidak Tercatat;11970
1598;91;Papua;2020;Babi;Pemotongan Tidak Tercatat;0
1599;11;Aceh;2021;Babi;Pemotongan Tidak Tercatat;0
1600;12;Sumatera Utara;2021;Babi;Pemotongan Tidak Tercatat;110486
1601;13;Sumatera Barat;2021;Babi;Pemotongan Tidak Tercatat;4120
1602;14;Riau;2021;Babi;Pemotongan Tidak Tercatat;0
1603;15;Jambi;2021;Babi;Pemotongan Tidak Tercatat;1661
1604;16;Sumatera Selatan;2021;Babi;Pemotongan Tidak Tercatat;2437
1605;17;Bengkulu;2021;Babi;Pemotongan Tidak Tercatat;140
1606;18;Lampung;2021;Babi;Pemotongan Tidak Tercatat;9324
1607;19;Kepulauan Bangka Belitung;2021;Babi;Pemotongan Tidak Tercatat;10175
1608;21;Kepulauan Riau;2021;Babi;Pemotongan Tidak Tercatat;42461
1609;31;DKI Jakarta;2021;Babi;Pemotongan Tidak Tercatat;3621
1610;32;Jawa Barat;2021;Babi;Pemotongan Tidak Tercatat;0
1611;33;Jawa Tengah;2021;Babi;Pemotongan Tidak Tercatat;801
1612;34;DI Yogyakarta;2021;Babi;Pemotongan Tidak Tercatat;8122
1613;35;Jawa Timur;2021;Babi;Pemotongan Tidak Tercatat;9841
1614;36;Banten;2021;Babi;Pemotongan Tidak Tercatat;1596
1615;51;Bali;2021;Babi;Pemotongan Tidak Tercatat;1933955
1616;52;Nusa Tenggara Barat;2021;Babi;Pemotongan Tidak Tercatat;352
1617;53;Nusa Tenggara Timur;2021;Babi;Pemotongan Tidak Tercatat;105125
1618;61;Kalimantan Barat;2021;Babi;Pemotongan Tidak Tercatat;58652
1619;62;Kalimantan Tengah;2021;Babi;Pemotongan Tidak Tercatat;25818
1620;63;Kalimantan Selatan;2021;Babi;Pemotongan Tidak Tercatat;0
1621;64;Kalimantan Timur;2021;Babi;Pemotongan Tidak Tercatat;1899
1622;65;Kalimantan Utara;2021;Babi;Pemotongan Tidak Tercatat;4752
1623;71;Sulawesi Utara;2021;Babi;Pemotongan Tidak Tercatat;22965
1624;72;Sulawesi Tengah;2021;Babi;Pemotongan Tidak Tercatat;18772
1625;73;Sulawesi Selatan;2021;Babi;Pemotongan Tidak Tercatat;4786
1626;74;Sulawesi Tenggara;2021;Babi;Pemotongan Tidak Tercatat;5222
1627;75;Gorontalo;2021;Babi;Pemotongan Tidak Tercatat;361
1628;76;Sulawesi Barat;2021;Babi;Pemotongan Tidak Tercatat;11175
1629;81;Maluku;2021;Babi;Pemotongan Tidak Tercatat;4593
1630;82;Maluku Utara;2021;Babi;Pemotongan Tidak Tercatat;355
1631;92;Papua Barat;2021;Babi;Pemotongan Tidak Tercatat;11567
1632;91;Papua;2021;Babi;Pemotongan Tidak Tercatat;0
